Company name,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
Nura Space,startup,subscription;saas,http://nuraspace.com,early stage,11-50,enterprise software,Melbourne,"129-131, Queens Bridge Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","Transform your workplace, and improve the way your teams meet and collaborate with Nura Space desk and meeting room booking system today",https://www.linkedin.com/company/nura-space/,https://ecosystem.innovationvictoria.com/companies/nura_space,0,,
Nutribiotech Australia,,commission;manufacturing,https://nutribiotech.com.au,early stage,,health;food,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",End-to-end manufacturing for nutritional and dietary supplements.,,https://ecosystem.innovationvictoria.com/companies/nutribiotech_australia,0,,
Nutricare,startup,selling own inventory;marketplace & ecommerce,https://patchstrips.com,early stage,11-50,health;wellness beauty,Melbourne,"Bricker Street, Cheltenham, Melbourne, City of Kingston, Victoria, 3202, Australia",Selling eco friendly health care products,https://www.linkedin.com/company/nutricare-global/,https://ecosystem.innovationvictoria.com/companies/nutricare,0,,
NutrifyLife,startup,commission;marketplace & ecommerce;saas,https://nutrifylife.com.au/,early stage,2-10,health;food,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Provit, a product of NutrifyLife, offers personalized supplement products and wellness guidance based on outcome data and evidence-backed nutrition research",,https://ecosystem.innovationvictoria.com/companies/nutrifylife,0,,
nutrip,scaleup,subscription;saas,http://nutrip.com,early stage,2-10,travel,Melbourne,"710, Collins Street, 3008 Melbourne, Australia",Business travel management made easy,https://www.linkedin.com/company/nutripsoftware/,https://ecosystem.innovationvictoria.com/companies/nutrip,0,,
NutriV,startup,selling own inventory;marketplace & ecommerce,https://www.nutriv.com.au/,early stage,2-10,food,Melbourne,"Duncans Road, Werribee South, Melbourne, City of Wyndham, Victoria, 3030, Australia","Nutrient-dense vegetable powders from 100% Australian produce, enhancing dietary intake with essential vitamins and minerals",https://www.linkedin.com/company/nutriv-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/nutriv,0,,
Nutromics,startup,iot internetofthings;hardware;deep tech;connected device;autonomous & sensor tech;commission;manufacturing,https://www.nutromics.com,breakout stage,51-200,health,Melbourne,"Brunswick Business Incubator, 420, Victoria Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia",We exist to save millions of lives through continuous diagnostic monitoring,https://www.linkedin.com/company/nutromics/,https://ecosystem.innovationvictoria.com/companies/nutromics,0,,
Nutun Australia,,,https://nutun.com/,early stage,2-10,,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",A company offering Digital Business Services,https://www.linkedin.com/company/nutun-australia/,https://ecosystem.innovationvictoria.com/companies/nutun_australia,0,,
NUU Cognition,startup,artificial intelligence;machine learning;deep learning;natural language processing;subscription;saas,https://www.nuucognition.com,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered software tools to augment human cognition,https://www.linkedin.com/company/nuucognition/,https://ecosystem.innovationvictoria.com/companies/nuu_cognition,0,,
NUVC.ai,startup,advertising;commission;subscription;saas,https://nuvc.ai,early stage,2-10,fintech;enterprise software,Melbourne,"Wade Institute of Entrepreneurship, College Crescent, Parkville, Melbourne, City of Melbourne, Victoria, 3052, Australia",Revolutionizing Venture Capital with Ethical AI Precision 💍 Creating meaningful connections between investors and founders through Unicorn Ai Alogrithms,https://www.linkedin.com/company/nuvc-ai/,https://ecosystem.innovationvictoria.com/companies/nuvc_ai,0,,
Nuvola Analytics,scaleup,subscription;saas,http://nuvola-analytics.com,early stage,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",Nuvola Analytics - Cloud Financial Governance and Cost Optimization platform,https://www.linkedin.com/company/nuvola/,https://ecosystem.innovationvictoria.com/companies/nuvola_analytics,0,,
NXT Bioscience,startup,commission;manufacturing,https://www.nxtbioscience.com.au,early stage,11-50,food,Melbourne,"Flinders Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia",Automated plant tissue culture for global propagation.,https://www.linkedin.com/company/nxt-bioscience/,https://ecosystem.innovationvictoria.com/companies/nxt_bioscience,0,,
NXTGEN Industries,startup,manufacturing,http://nxtgenindustries.com.au,early stage,2-10,robotics;transportation,Melbourne,"36, Hume Road, Laverton North, Melbourne, City of Wyndham, Victoria, 3026, Australia",Robotics and data intelligence solutions for autonomous fleet management and AI-powered inspections of railway infrastructure and rolling stock,https://www.linkedin.com/company/nxtgenindustries/,https://ecosystem.innovationvictoria.com/companies/nxtgen_industries,14,,
Nyburbs,startup,saas,https://nyburbs.com.au,early stage,,food;enterprise software,St Kilda,"St Kilda Road, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","From the burbs, for the burbs book trusted local professionals from your suburb.",https://www.linkedin.com/company/nyburbs/,https://ecosystem.innovationvictoria.com/companies/nyburbs,0,,
Nàdarra Health,startup,selling own inventory;manufacturing,https://nadarrahealth.com,early stage,2-10,health,Melbourne,"Brighton, Melbourne, City of Bayside, Victoria, 3186, Australia","High-quality medicinal cannabis products for prescribed patients, supported by educational resources and a focus on patient wellness",https://www.linkedin.com/company/nadarra-health/,https://ecosystem.innovationvictoria.com/companies/n_darra_health,0,,
Nüdel Kart,startup,selling own inventory,http://nudelkart.com,early stage,2-10,kids,Melbourne,"Melbourne, Australia","Nüdel Kart is a deconstructable, mobile play kart that can be reconfigured in endless ways to encourage self-directed learning",https://www.linkedin.com/company/nüdel-kart/,https://ecosystem.innovationvictoria.com/companies/n_del_kart,0,,
O'Saurus Studios,startup,advertising,https://www.osaurusstudios.com/,early stage,2-10,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Narrative-driven mystery games with psychological themes.,https://www.linkedin.com/company/osaurusstudios/,https://ecosystem.innovationvictoria.com/companies/o_saurus_studios,0,,
O-tix,scaleup,saas,http://www.o-tix.com.au,early stage,,health;event tech,Melbourne,"43, James Street, Ruckers Hill, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia","An event technology platform that solves captures more data from visitors, seamlessly, to drive insight and better return on investment for events and sponsors",,https://ecosystem.innovationvictoria.com/companies/o_tix,0,,
O2 Networks,,subscription;saas,http://o2networks.com.au,early stage,11-50,enterprise software,Melbourne,"3205 Melbourne, Australia",Is Australia’s fastest growing provider of data networking and network security solutions and services,https://www.linkedin.com/company/o2-networks/,https://ecosystem.innovationvictoria.com/companies/o2_networks,0,,
O3,startup,mobile app;subscription;saas,http://o3space.org,early stage,11-50,media;enterprise software,Melbourne,"Queens Bridge Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",Redefining social networking by blending digital presence with physical coworking cafés,https://www.linkedin.com/company/o3workspace/,https://ecosystem.innovationvictoria.com/companies/o3_2,1,,
Obee,scaleup,subscription,http://obeeapp.com,early stage,2-10,travel,Melbourne,"Melbourne, Australia",,https://www.linkedin.com/company/obee/,https://ecosystem.innovationvictoria.com/companies/obee_2,0,,
Obiemoney,startup,mobile app;subscription;saas,https://www.obiemoney.com,early stage,2-10,fintech,Melbourne,"Brunswick East, Melbourne, City of Merri-bek, Victoria, 3057, Australia",A digital money guide providing and intelligent and personalised customer centric platform guiding people from current circumstance into wealth creation,https://www.linkedin.com/company/obiemoney/,https://ecosystem.innovationvictoria.com/companies/obiemoney,0,,
Objective3D,startup,deep tech;3d technology;manufacturing,http://objective3d.com.au,early stage,11-50,engineering and manufacturing equipment,Melbourne,"33-35 Yazaki Way, Carrum Downs, VIC 3201, AU",Largest distributor of stratasys 3d printers across australia and new zealand,https://www.linkedin.com/company/objective-3d-pty-ltd,https://ecosystem.innovationvictoria.com/companies/objective3d,0,,
Obsclair Digital,startup,artificial intelligence;commission;marketplace & ecommerce,https://obsclair.com/,early stage,2-10,food;event tech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Marketplace for discovering local venues, comparing availability and pricing, and booking visits with reminders and wallet tools",https://www.linkedin.com/company/obsclair/,https://ecosystem.innovationvictoria.com/companies/obsclair_digital,0,,
Observant,,hardware,http://observant.net,early stage,2-10,food,Melbourne,"Argyle Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","Water & labour efficiency solutions for agriculture, resources and environment",https://www.linkedin.com/company/observant,https://ecosystem.innovationvictoria.com/companies/observant,0,,
OccuRx,scaleup,commission;manufacturing,http://occurx.com,early stage,1,health,Melbourne,"3000 Melbourne, Australia",Primary focus is on the development of innovative therapeutic strategies for the treatment of ophthalmic disorders associated with retinal fibrosis,https://www.linkedin.com/company/occurx/,https://ecosystem.innovationvictoria.com/companies/occurx,0,,
Ocean Protect,,manufacturing,http://www.oceanprotect.com.au/,breakout stage,51-200,energy,Cheltenham,"Cheltenham, Caulfield-Frankston Rail Trail, Pennydale, Cheltenham, Melbourne, City of Bayside, Victoria, 3192, Australia",,https://www.linkedin.com/company/oceanprotect/,https://ecosystem.innovationvictoria.com/companies/ocean_protect,0,,
Ocean Software,,subscription,http://ocean.software,breakout stage,51-200,health,Melbourne,"3000 Melbourne, Australia","Ocean Software designs, develops, and delivers Enterprise Software solutions for military, government, and corporate customers",https://www.linkedin.com/company/ocean-software/,https://ecosystem.innovationvictoria.com/companies/ocean_software,5,,
Oceon Energy,startup,commission;manufacturing,,early stage,2-10,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Accelerating the electrification of shipping and the maritime industry through the development of Electrified Ocean Networks (EONs),https://www.linkedin.com/company/oceon-energy/,https://ecosystem.innovationvictoria.com/companies/oceon_energy,0,,
Oculo,scaleup,marketplace & ecommerce,http://www.oculo.com.au,early stage,2-10,health,Melbourne,"3000 Melbourne, Australia","Platform designed to share clinical imaging, referrals, and other clinical correspondence securely and instantly between health care professionals.​",https://www.linkedin.com/company/oculo/,https://ecosystem.innovationvictoria.com/companies/oculo,0,,
OD1N Studios,startup,virtual reality;saas,https://www.od1nstudios.com/,early stage,2-10,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Bespoke VR/AR enterprise solutions and immersive games,https://www.linkedin.com/company/od1n-studios-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/od1n_studios,0,,
Odella,startup,subscription;saas,https://odella.ai,early stage,2-10,legal,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","AI automation for legal research, discovery and drafting",https://www.linkedin.com/company/lawme-ai/,https://ecosystem.innovationvictoria.com/companies/lawme_ai,0,,
Off With The Pixies Studio,startup,manufacturing,https://off-with-the-pixies-studio.com,early stage,2-10,energy,Melbourne,"Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia",Biomaterials from waste for sustainable design applications,https://www.linkedin.com/company/off-with-the-pixies-studio/,https://ecosystem.innovationvictoria.com/companies/off_with_the_pixies_studio,0,,
OfferMADE,startup,commission;saas,https://offermade.com.au,early stage,,marketing,Melbourne,"Camberwell, Melbourne, City of Boroondara, Victoria, Australia",A complete end-to-end sales negotiation platform that enhances the customer experience for modern car dealerships,https://www.linkedin.com/company/76630574/,https://ecosystem.innovationvictoria.com/companies/offermade,0,,
Office of Planetary Observations,startup,artificial intelligence;subscription;saas,http://officeofplanetaryobservations.com,early stage,2-10,food;energy,Melbourne,"Argyle Street, 3065 Melbourne, Australia",Environmental satellite analytics in near real-time for city planning purposes,https://www.linkedin.com/company/officeofplanetaryobservations/,https://ecosystem.innovationvictoria.com/companies/office_of_planetary_observations,0,,
Office Way,,,http://officeway.com.au,early stage,2-10,home living,Melbourne,"Dandenong, Melbourne, City of Greater Dandenong, Victoria, Australia","Corporate Office Furniture Melbourne. Desks, Chairs, Fitouts",https://www.linkedin.com/company/officeway/,https://ecosystem.innovationvictoria.com/companies/office_way,0,,
